"STATION","CBPSEG","cbpseg_st","LATITUDE","LONGITUDE","SUM","MEAN","COUNT","CellID","DistanceToNearestKm","Replacement"
"25M09","MOBPH","MOBPH_VA",37.3134,-76.3848,0.056,0.00215384615384615,26,NA,875.628605991816,2137
"25M10","MOBPH","MOBPH_VA",37.2973,-76.451,0.054,0.00385714285714286,14,NA,5401.27242540968,1884
"25M11","MOBPH","MOBPH_VA",37.3302,-76.3992,0.109,0.00403703703703704,27,NA,655.357638129158,2136
"25M12","CB7PH","CB7PH_VA",37.4551,-76.0353,0.307,0.00877142857142857,35,NA,898.948653473899,2582
"25M13","CB6PH","CB6PH_VA",37.4711,-76.2378,0.084,0.00381818181818182,22,NA,893.514586684192,2565
"25M14","CB7PH","CB7PH_VA",37.5071,-75.9624,0.059,0.00245833333333333,24,NA,1316.37796062763,2669
"25M15","CB7PH","CB7PH_VA",37.6452,-75.9252,0.084,0.00323076923076923,26,NA,1141.49515453109,3008
"25M16","CB5MH","CB5MH_VA",37.6969,-76.2548,0.059,0.00245833333333333,24,NA,652.200704603287,3151
"25M18","CB5MH","CB5MH_VA",37.7641,-76.1571,0.368,0.0108235294117647,34,NA,721.109639212528,3413
"25M19","CB7PH","CB7PH_VA",37.7548,-75.8995,0.286,0.0119166666666667,24,NA,1147.53737981759,3346
"25M20","CB7PH","CB7PH_VA",37.7733,-75.8461,0.208,0.00670967741935484,31,NA,687.551720313965,3348
"25M21","TANMH","TANMH_VA",37.8467,-75.9386,0.06,0.00461538461538461,13,NA,1261.3846119679,3682
"25M22","TANMH","TANMH_VA",37.8546,-76.0354,0.069,0.00276,25,NA,715.265163722162,3845
"25M23","TANMH","TANMH_VA",37.8771,-75.8565,0.078,0.00278571428571429,28,NA,1061.42502066314,3769
"25M24","TANMH","TANMH_VA",37.8929,-75.8708,0.073,0.00347619047619048,21,NA,1389.61211546461,3852
"25M25","POCMH","POCMH_VA",37.9407,-75.7612,0.032,0.0032,10,NA,575.327060510386,3940
"25M26","CB7PH","CB7PH_VA",37.3872,-76.006,0.155,0.00442857142857143,35,NA,1957.43682997893,2416
"25R01","RPPMH","RPPMH_VA",37.6137,-76.3673,0.058,0.0029,20,NA,787.350832065556,2890
"25R02","RPPMH","RPPMH_VA",37.5764,-76.3799,0.042,0.002,21,NA,1748.71792010064,2806
"25R04","RPPMH","RPPMH_VA",37.6277,-76.429,0.033,0.00253846153846154,13,NA,783.959600863808,2886
"25R05","RPPMH","RPPMH_VA",37.6421,-76.4559,0.052,0.00247619047619048,21,NA,598.35628056128,2968
"25R06","RPPMH","RPPMH_VA",37.6153,-76.4704,0.012,0.002,6,NA,860.237692364492,2883
"25R07","CRRMH","CRRMH_VA",37.6611,-76.4871,0.04,0.00266666666666667,15,NA,1628.24593927577,2965
"25R08","RPPMH","RPPMH_VA",37.6314,-76.5249,0.003,0.0015,2,NA,820.817119080766,2879
"25R09","RPPMH","RPPMH_VA",37.645,-76.5168,0.054,0.00257142857142857,21,NA,484.218005344792,2963
"25R10","RPPMH","RPPMH_VA",37.6461,-76.5225,0.043,0.00215,20,NA,206.938669219401,2963
"25R11","RPPMH","RPPMH_VA",37.6284,-76.5492,0.019,0.00172727272727273,11,NA,1084.90429318923,2878
"25R12","RPPMH","RPPMH_VA",37.641,-76.5565,0.06,0.00428571428571429,14,NA,914.685738822722,2961
"25R13","RPPMH","RPPMH_VA",37.678,-76.5519,0,0,1,NA,1000.4797037869,3045
"25R14","RPPMH","RPPMH_VA",37.6906,-76.5405,0.023,0.00164285714285714,14,NA,590.577483934879,3130
"25R15","RPPMH","RPPMH_VA",37.7033,-76.5817,0.079,0.00607692307692308,13,NA,145.604283437067,3211
"25R16","RPPMH","RPPMH_VA",37.7723,-76.6299,0.003,0.0015,2,NA,510.591221086398,3628
"25R17","RPPMH","RPPMH_VA",37.8063,-76.7015,0.029,0.00414285714285714,7,NA,736.955880424462,3877
"25R18","RPPOH","RPPOH_VA",38.0093,-76.9171,0.004,0.001,4,NA,7544.66030172867,4962
"25R19","RPPOH","RPPOH_VA",38.0129,-76.9193,0.002,0.001,2,NA,7966.40511167062,4962
"25R20","RPPOH","RPPOH_VA",38.0281,-76.9274,0.006,0.001,6,NA,9701.68021675126,4962
"25R21","RPPTF","RPPTF_VA",38.1435,-77.0725,0.022,0.00314285714285714,7,NA,14678.9849062302,5974
"25R22","RPPTF","RPPTF_VA",38.1566,-77.0806,0.055,0.00611111111111111,9,NA,14490.7052957656,6058
"25R23","RPPTF","RPPTF_VA",38.1695,-77.1276,2.128,0.266,8,NA,17258.4173023561,6142
"25R24","RPPTF","RPPTF_VA",38.1564,-77.1739,2.105,0.150357142857143,14,NA,18605.9918303886,6640
"25R26","RPPMH","RPPMH_VA",37.9169,-76.8077,0.012,0.00133333333333333,9,NA,679.376322274956,4628
"25R27","RPPMH","RPPMH_VA",37.81,-76.6849,0.069,0.00575,12,NA,1072.92447004145,3961
"25Y01","YRKPH","YRKPH_VA",37.2527,-76.4425,0.049,0.00288235294117647,17,NA,1024.52934874986,1884
"25Y02","YRKPH","YRKPH_VA",37.23,-76.4472,0.018,0.002,9,NA,794.430244686627,1800
"25Y03","YRKPH","YRKPH_VA",37.2377,-76.4665,0.034,0.00309090909090909,11,NA,490.090463775783,1798
"25Y04","YRKPH","YRKPH_VA",37.2342,-76.4782,0.033,0.0020625,16,NA,735.578700960932,1714
"25Y05","YRKPH","YRKPH_VA",37.2622,-76.545,0.062,0.0062,10,NA,490.128224144558,1792
"25Y06","YRKPH","YRKPH_VA",37.2815,-76.5471,0.033,0.0022,15,NA,615.364194031518,1876
"25Y08","YRKMH","YRKMH_VA",37.2943,-76.6345,0.036,0.006,6,NA,2231.9775931852,1871
"25Y09","YRKMH","YRKMH_VA",37.3367,-76.6052,0.098,0.0108888888888889,9,NA,803.828466152671,2038
"25Y10","YRKMH","YRKMH_VA",37.341,-76.6183,0.026,0.00236363636363636,11,NA,847.560484568799,2037
"25Y11","YRKMH","YRKMH_VA",37.3545,-76.6541,0.114,0.01425,8,NA,289.810258809504,2035
"25Y12","YRKMH","YRKMH_VA",37.3879,-76.6813,0.181,0.0201111111111111,9,NA,331.008557074619,2117
"25Y14","YRKMH","YRKMH_VA",37.4046,-76.6889,0.046,0.00657142857142857,7,NA,1270.92694278047,2200
"25Y15","YRKMH","YRKMH_VA",37.4613,-76.738,0.438,0.073,6,NA,1656.91815807002,2282
"25Y16","YRKMH","YRKMH_VA",37.4675,-76.7383,0.184,0.0306666666666667,6,NA,2283.34616192897,2282
"25Y17","YRKMH","YRKMH_VA",37.4798,-76.7429,0.043,0.00390909090909091,11,NA,3702.57525236279,2282
"25Y18","YRKMH","YRKMH_VA",37.4915,-76.7687,0.046,0.0046,10,NA,5959.87075819387,2282
"25Y19","YRKMH","YRKMH_VA",37.4942,-76.7716,0.084,0.0105,8,NA,6353.53558263598,2282
"25Y20","MPNOH","MPNOH_VA",37.55,-76.7657,0.016,0.00228571428571429,7,NA,11736.6667892391,2282
"25Y21","MPNTF","MPNTF_VA",37.6892,-76.9571,0.55,0.11,5,NA,23752.248389618,3959
"25Y22","PMKOH","PMKOH_VA",37.5517,-76.8264,0.016,0.0016,10,NA,14365.628703664,2282
"25Y23","PMKOH","PMKOH_VA",37.5519,-76.8785,0.004,0.001,4,NA,17551.4415732444,2282
"25Y24","PMKTF","PMKTF_VA",37.5728,-76.9821,0.774,0.110571428571429,7,NA,26340.4182058752,2282
"25Y25","PMKTF","PMKTF_VA",37.5542,-76.9892,0.012,0.003,4,NA,25881.285708966,2282
"25Y26","PMKOH","PMKOH_VA",37.5407,-76.961,0.568,0.0811428571428572,7,NA,22982.0768622857,2282
"25Y28","YRKMH","YRKMH_VA",37.3661,-76.6497,0.159,0.01325,12,NA,1366.1351630023,2035
"26101","POTMH","POTMH_MD",37.95975,-76.3114,0,0,1,NA,788.504267932756,4496
"26102","POTMH","POTMH_MD",38.00502,-76.3656,5e-04,5e-04,1,NA,833.601624082262,4660
"26103","POTMH","POTMH_MD",38.05275,-76.4744,0,0,1,NA,996.732301983791,4988
"26104","POTMH","POTMH_MD",38.10231,-76.4764,0.05935,0.003709375,16,NA,459.528833133938,5158
"26105","POTMH","POTMH_MD",38.12893,-76.5697,0,0,1,NA,189.661674036309,5319
"26106","POTMH","POTMH_MD",38.1336,-76.5052,0.0059,0.00118,5,NA,1147.70200665366,5241
"26107","POTMH","POTMH_MD",38.17852,-76.7708,0,0,1,NA,1354.75107976784,5728
"26108","POTMH","POTMH_MD",38.1874,-76.8801,8e-04,4e-04,2,NA,1026.68127406909,5891
"26109","POTMH","POTMH_MD",38.19317,-76.6287,2e-04,2e-04,1,NA,634.508748999272,5569
"26110","POTMH","POTMH_MD",38.19562,-76.8028,0,0,1,NA,1133.30515379944,5811
"26111","POTMH","POTMH_MD",38.19743,-76.6364,0,0,1,NA,1349.26703862731,5568
"26112","POTMH","POTMH_MD",38.2001,-76.6563,0,0,1,NA,423.644851649542,5651
"26113","POTMH","POTMH_MD",38.2158,-76.659,0,0,1,NA,1356.83516052914,5651
"26114","POTMH","POTMH_MD",38.21628,-76.7348,5e-05,5e-05,1,NA,1410.84639926985,5731
"26115","POTMH","POTMH_MD",38.22339,-76.7961,0.011,0.0022,5,NA,1201.16660595012,5896
"26116","POTMH","POTMH_MD",38.22363,-76.748,0.0157,0.00261666666666667,6,NA,1362.31628594943,5815
"26117","POTMH","POTMH_MD",38.22606,-76.7,0.0029,0.0029,1,NA,1070.02787123431,5733
"26118","POTMH","POTMH_MD",38.22789,-76.885,1e-04,1e-04,1,NA,395.434762937643,5976
"26119","POTMH","POTMH_MD",38.26002,-76.928,0.0022,0.000733333333333333,3,NA,732.80364048171,6143
"26120","POTMH","POTMH_MD",38.28674,-76.9964,0.0094,0.00156666666666667,6,NA,1013.89366752687,6310
"26122","POTOH","POTOH_VA2",38.3603,-77.2674,1.63505,0.20438125,8,NA,1484.07885449682,6724
"26123","POTOH","POTOH_VA2",38.39478,-77.0977,0.0175,0.0025,7,NA,1059.45664133426,6645
"26124","POTOH","POTOH_VA2",38.51863,-77.2627,2.86365,0.409092857142857,7,NA,12041.1961027781,6892
"26125","POTTF","POTTF_MD",38.58377,-77.2368,0.01895,0.0047375,4,NA,19614.2591641045,6892
"26126","POTMH","POTMH_MD",38.22349,-76.8455,1e-04,1e-04,1,NA,1353.42429373767,5894
"26202","PAXMH","PAXMH_MD",38.31402,-76.4773,0.0671,0.00745555555555555,9,NA,1436.9484211267,5839
"26204","PAXMH","PAXMH_MD",38.32322,-76.4825,0.0434,0.00482222222222222,9,NA,1327.06532998031,5923
"26205","PAXMH","PAXMH_MD",38.32347,-76.4883,0.0334,0.00334,10,NA,1726.71903342969,5923
"26206","PAXMH","PAXMH_MD",38.33209,-76.4825,0.01605,0.00200625,8,NA,1002.67282584662,5923
"26207","PAXMH","PAXMH_MD",38.38125,-76.53,0.04725,0.00525,9,NA,966.998935889986,6171
"26208","PAXMH","PAXMH_MD",38.39729,-76.5512,0.0048,0.0012,4,NA,1274.75346096117,6254
"26211","PAXMH","PAXMH_MD",38.41409,-76.5619,0.0188,0.00268571428571429,7,NA,909.007954083982,6254
"26212","PAXMH","PAXMH_MD",38.42634,-76.6006,0.0013,0.000433333333333333,3,NA,576.046341910271,6335
"26213","PAXMH","PAXMH_MD",38.43593,-76.6252,0,0,1,NA,553.835241107855,6417
"26214","PAXMH","PAXMH_MD",38.44023,-76.6177,0.0031,0.000775,4,NA,495.560019108503,6418
"26215","PAXMH","PAXMH_MD",38.44587,-76.6052,0.04995,0.00555,9,NA,794.848794477852,6418
"26216","PAXMH","PAXMH_MD",38.45258,-76.6209,0.0147,0.003675,4,NA,1189.27571987997,6418
"26217","PAXMH","PAXMH_MD",38.46071,-76.6561,0.09445,0.0157416666666667,6,NA,2096.75913494398,6501
"26218","PAXMH","PAXMH_MD",38.46568,-76.6511,0.02915,0.00416428571428571,7,NA,1657.80777406365,6501
"26219","PAXMH","PAXMH_MD",38.49273,-76.6659,0.04195,0.0139833333333333,3,NA,4378.53469719747,6501
"26220","PAXMH","PAXMH_MD",38.52552,-76.6602,0.058,0.0116,5,NA,7310.15232575732,6501
"26221","PAXMH","PAXMH_MD",38.52958,-76.6748,0.02715,0.002715,10,NA,8226.28503570398,6501
"26222","PAXOH","PAXOH_MD",38.60957,-76.6718,0.03895,0.00779,5,NA,14145.3352938208,6934
"26223","PAXOH","PAXOH_MD",38.62378,-76.6771,5e-04,0.00025,2,NA,14118.4496442655,7269
"26224","PAXOH","PAXOH_MD",38.69396,-76.702,0.00205,0.000683333333333333,3,NA,14441.8550287498,7519
"26225","PAXTF","PAXTF_MD",38.72805,-76.6955,0.01387,0.002774,5,NA,13059.3415961421,7519
"26226","PAXMH","PAXMH_MD",38.40623,-76.5335,0.04765,0.00433181818181818,11,NA,1831.63597979154,6172
"26227","PAXMH","PAXMH_MD",38.37728,-76.5282,0.08825,0.00980555555555556,9,NA,1333.08854247192,6088
"26228","PAXOH","PAXOH_MD",38.67339,-76.6897,0.00035,0.000175,2,NA,14156.275110517,7269
"26229","PAXMH","PAXMH_MD",38.30938,-76.4307,0,0,1,NA,769.55724038619,5842
"26301","SOUMH","SOUMH_MD",38.95979,-76.5792,5e-04,5e-04,1,NA,10711.135570467,8110
"26302","SEVMH","SEVMH_MD",38.96458,-76.4582,0.3086,0.06172,5,NA,1260.13935898496,8362
"26303","SEVMH","SEVMH_MD",38.96622,-76.482,0.00565,0.002825,2,NA,2431.58606861004,8362
"26304","SEVMH","SEVMH_MD",39.01277,-76.5104,0.28335,0.0236125,12,NA,6190.36256959605,8362
"26305","SEVMH","SEVMH_MD",39.04588,-76.56,7e-04,0.00035,2,NA,11843.1227183821,8362
"26306","MAGMH","MAGMH_MD",39.06146,-76.4708,0,0,1,NA,4571.60945930548,8613
"26307","MAGMH","MAGMH_MD",39.08429,-76.4628,0.0098,0.00196,5,NA,4004.17928898254,8613
"26308","MAGMH","MAGMH_MD",39.08775,-76.4507,0.1084,0.0271,4,NA,3245.88842377494,8613
"26309","PATMH","PATMH_MD",39.17895,-76.4561,0.3109,0.0444142857142857,7,NA,710.315599512659,8772
"26310","PATMH","PATMH_MD",39.19568,-76.4851,0.16555,0.016555,10,NA,1254.86783876204,8770
"26311","PATMH","PATMH_MD",39.19935,-76.4876,0.0181,0.00905,2,NA,1417.13632791358,8769
"26312","PATMH","PATMH_MD",39.20213,-76.5163,0.0415,0.0138333333333333,3,NA,578.880435673817,8767
"26313","PATMH","PATMH_MD",39.2068,-76.5098,3e-04,0.00015,2,NA,1331.64787376869,8767
"26314","PATMH","PATMH_MD",39.22266,-76.5045,0.0889,0.00987777777777778,9,NA,3070.92170895292,8767
"26315","PATMH","PATMH_MD",39.22341,-76.5454,0.0063,0.0021,3,NA,2625.91466661653,8766
"26316","PATMH","PATMH_MD",39.2281,-76.5235,0.0437,0.00485555555555556,9,NA,2948.26527702947,8766
"26317","BACOH","BACOH_MD",39.23705,-76.42,0.0103,0.00343333333333333,3,NA,2874.73912839716,8941
"26319","MIDOH","MIDOH_MD",39.31074,-76.4346,0.00035,0.000116666666666667,3,NA,6109.90808219111,9024
"26320","MIDOH","MIDOH_MD",39.3132,-76.4406,0.0024,8e-04,3,NA,6685.83706770737,9024
"26321","GUNOH","GUNOH_MD",39.32273,-76.2998,4.77055,0.477055,10,NA,669.117901905188,9111
"26322","BSHOH","BSHOH_MD",39.34365,-76.2573,3.28728,0.298843636363636,11,NA,1537.05673245819,9198
"26323","GUNOH","GUNOH_MD",39.35652,-76.3413,0.00695,0.0017375,4,NA,3686.29268878446,9109
"26324","BSHOH","BSHOH_MD",39.36459,-76.2746,0.0078,0.00111428571428571,7,NA,4161.29005695502,9198
"26325","GUNOH","GUNOH_MD",39.37926,-76.3153,0.007,0.00116666666666667,6,NA,5797.24625494729,9109
"26326","SOUMH","SOUMH_MD",38.92462,-76.5177,0.02605,0.00372142857142857,7,NA,4155.83294334043,8110
"26401","BIGMH","BIGMH_MD",38.05795,-75.8407,0.01765,0.00196111111111111,9,NA,1038.68373022957,4444
"26403","NANMH","NANMH_MD",38.25376,-75.9382,0.013,0.00185714285714286,7,NA,1293.23743562025,5201
"26404","NANMH","NANMH_MD",38.26086,-75.9391,0.01,0.00166666666666667,6,NA,1264.62442445516,5285
"26405","NANMH","NANMH_MD",38.27373,-75.9206,0.0091,0.0013,7,NA,1416.40569694229,5286
"26406","NANMH","NANMH_MD",38.32798,-75.899,0.05235,0.005235,10,NA,5194.38308944431,5286
"26407","NANMH","NANMH_MD",38.33304,-75.8832,0.0765,0.00695454545454545,11,NA,6094.75801859561,5286
"26409","CHOMH2","CHOMH2_MD",38.60447,-76.1347,0.31585,0.0242961538461538,13,NA,1061.03123406446,6880
"26410","CHOOH","CHOOH_MD",38.6565,-75.9587,0.01145,0.001145,10,NA,9556.98610664902,6632
"26411","CHOOH","CHOOH_MD",38.73716,-75.996,0.0187,0.00311666666666667,6,NA,16488.2118008709,6798
"26412","CHOOH","CHOOH_MD",38.74516,-75.9964,0.0186,0.00155,12,NA,17268.0600093282,7131
"26413","CHSMH","CHSMH_MD",38.98168,-76.2627,0.5394,0.03596,15,NA,985.972158195748,8549
"26414","CHSMH","CHSMH_MD",38.99671,-76.1902,0,0,1,NA,727.739262604685,8637
"26415","CHSMH","CHSMH_MD",39.00235,-76.2025,0.10045,0.01435,7,NA,726.582172794578,8637
"26417","CHSMH","CHSMH_MD",39.07311,-76.1562,0.14,0.0155555555555556,9,NA,1565.22897325126,8804
"26418","CHSMH","CHSMH_MD",39.12772,-76.0923,0.0575,0.00958333333333333,6,NA,9695.11636168104,8804
"26419","CHSOH","CHSOH_MD",39.20038,-76.0654,0.0995,0.0165833333333333,6,NA,15032.1495675069,9122
"26420","SASOH","SASOH_MD",39.37064,-75.9246,0.00115,0.0002875,4,NA,8261.98712978068,9550
"26421","SASOH","SASOH_MD",39.37548,-76.0564,3.95518,0.4943975,8,NA,1394.68104201443,9546
"26422","ELKOH","ELKOH_MD",39.44969,-75.9782,6.46225,0.538520833333333,12,NA,779.059639901234,10047
"26423","BOHOH","BOHOH_MD",39.48466,-75.9212,5.79107,0.72388375,8,NA,3476.8523598148,10215
"26424","ELKOH","ELKOH_MD",39.48561,-75.9463,1.39975,0.233291666666667,6,NA,1816.40791380143,10214
"26426","CHSMH","CHSMH_MD",39.10021,-76.157,0.3745,0.02675,14,NA,3973.0664357875,8804
"26427","CHSMH","CHSMH_MD",39.07473,-76.1914,0.00035,0.000175,2,NA,627.869531945796,8803
"26428","POCOH","POCOH_MD",37.95119,-75.6652,0.1948,0.0129866666666667,15,NA,1430.46730287089,3942
"26501","CB5MH","CB5MH_MD",37.96632,-76.111,0.00945,0.00105,9,NA,357.768553472191,4347
"26502","CB5MH","CB5MH_MD",38.02297,-76.2602,0,0,1,NA,456.405606205473,4671
"26503","CB5MH","CB5MH_MD",38.02683,-76.1747,0.03015,0.00231923076923077,13,NA,1123.56186203137,4680
"26504","TANMH","TANMH_MD",38.05646,-75.9182,0.01975,0.00246875,8,NA,1055.84532585823,4526
"26505","TANMH","TANMH_MD",38.0837,-75.9314,0.01355,0.00225833333333333,6,NA,1369.47545430072,4610
"26506","TANMH","TANMH_MD",38.11146,-75.9706,0.1126,0.00662352941176471,17,NA,102.110162347771,4777
"26507","CB5MH","CB5MH_MD",38.11177,-76.1613,0.06115,0.00436785714285714,14,NA,380.962688724672,4936
"26508","CB5MH","CB5MH_MD",38.19168,-76.1852,0.03225,0.00358333333333333,9,NA,1297.59941668769,5273
"26509","TANMH","TANMH_MD",38.20281,-76.0346,0.09675,0.0080625,12,NA,1357.5801395232,5113
"26510","CB5MH","CB5MH_MD",38.22812,-76.381,0.0149,0.00298,5,NA,226.749134402297,5508
"26511","HNGMH","HNGMH_MD",38.31842,-76.1813,0.1305,0.0118636363636364,11,NA,3427.08668497034,5611
"26512","CB5MH","CB5MH_MD",38.32995,-76.3673,0.00755,0.00151,5,NA,188.842896552118,5850
"26513","HNGMH","HNGMH_MD",38.35879,-76.1938,0.028,0.00311111111111111,9,NA,4947.37849424488,5778
"26514","CB4MH","CB4MH_MD",38.39365,-76.3157,0.0251,0.00358571428571429,7,NA,386.362500450301,6026
"26515","LCHMH","LCHMH_MD",38.49576,-76.2739,0.0314,0.00314,10,NA,978.475250948102,6452
"26516","CHOMH1","CHOMH1_MD",38.65178,-76.2062,0.0279,0.006975,4,NA,557.33918958609,7129
"26517","CB4MH","CB4MH_MD",38.71525,-76.3726,0.01715,0.001715,10,NA,91.3382910087129,7454
"26518","CB4MH","CB4MH_MD",38.71892,-76.5113,0.0641,0.00582727272727273,11,NA,493.893052570901,7439
"26519","CB4MH","CB4MH_MD",38.76453,-76.4967,1e-04,1e-04,1,NA,610.221199674045,7608
"26520","EASMH","EASMH_MD",38.78282,-76.3275,0.0475,0.0059375,8,NA,990.454514537138,7793
"26521","CB4MH","CB4MH_MD",38.81948,-76.4722,0.0314,0.00448571428571429,7,NA,551.122397318455,7861
"26522","EASMH","EASMH_MD",38.82661,-76.2091,1e-04,1e-04,1,NA,956.796481412633,8052
"26523","EASMH","EASMH_MD",38.88519,-76.2547,0,0,1,NA,609.221727271737,8217
"26524","EASMH","EASMH_MD",38.9152,-76.2346,5e-05,5e-05,1,NA,1259.08940970659,8385
"26525","EASMH","EASMH_MD",38.94146,-76.2159,0.20015,0.020015,10,NA,2102.66618003316,8386
"26601","CB3MH","CB3MH_MD",39.0386,-76.3549,0,0,1,NA,1380.36864202619,8621
"26602","CB3MH","CB3MH_MD",39.04002,-76.3135,0.0451,0.00751666666666667,6,NA,154.046736360004,8626
"26603","CB3MH","CB3MH_MD",39.05577,-76.2794,0.0926,0.0154333333333333,6,NA,1060.55876666642,8712
"26604","CB3MH","CB3MH_MD",39.06843,-76.3332,0,0,1,NA,1593.54441753305,8706
"26605","CB3MH","CB3MH_MD",39.09168,-76.2624,0.0509,0.0063625,8,NA,874.385467207294,8796
"26606","CB3MH","CB3MH_MD",39.1109,-76.3893,0.3759,0.0469875,8,NA,862.395707438317,8698
"26607","CB3MH","CB3MH_MD",39.14507,-76.3406,0.261,0.087,3,NA,1563.02811467421,8784
"26609","CB3MH","CB3MH_MD",39.16708,-76.4142,0.4289,0.0612714285714286,7,NA,1013.42775623609,8776
"26610","CB3MH","CB3MH_MD",39.1807,-76.2997,0.4249,0.0531125,8,NA,2121.1758432035,8869
"26612","CB2OH","CB2OH_MD",39.23038,-76.3861,0.00335,0.001675,2,NA,1734.62095631745,8943
"26613","CB2OH","CB2OH_MD",39.28058,-76.2872,2.46045,0.246045,10,NA,2445.06367381785,9031
"26614","CB2OH","CB2OH_MD",39.28252,-76.2967,1.2056,0.200933333333333,6,NA,2183.02864635503,9030
"26615","CB2OH","CB2OH_MD",39.29977,-76.2409,0.5923,0.148075,4,NA,1483.4455747763,9117
"26616","CB2OH","CB2OH_MD",39.30071,-76.301,1.57645,0.157645,10,NA,1829.7916779141,9111
"26618","CB1TF","CB1TF_MD",39.40892,-76.0259,5.96915,0.596915,10,NA,895.627569072006,9628
"26619","CB1TF","CB1TF_MD",39.41858,-76.0139,4.15665,1.0391625,4,NA,421.507364085664,9713
"26620","CB1TF","CB1TF_MD",39.41885,-76.0825,6.3969,0.63969,10,NA,586.452272129678,9539
"26621","CB1TF","CB1TF_MD",39.43648,-76.0333,9.23489,0.839535454545455,11,NA,500.764764971542,9709
"26622","CB1TF","CB1TF_MD",39.47667,-75.995,0.0054,0.000771428571428571,7,NA,545.956279751645,10043
"26623","CB1TF","CB1TF_MD",39.49459,-76.0768,1.61492,0.201865,8,NA,624.177754773775,9784
"26625","NORTF","NORTF_MD",39.53673,-75.9849,0.03893,0.00432555555555556,9,NA,3074.67373060081,10206
"26626","CB3MH","CB3MH_MD",39.08107,-76.2981,1e-04,1e-04,1,NA,913.279318684947,8709
"26627","CB2OH","CB2OH_MD",39.22075,-76.3649,0.0113,0.002825,4,NA,1679.84615470208,8945
"26628","CB2OH","CB2OH_MD",39.27608,-76.2477,1.2428,0.0828533333333333,15,NA,1080.56928933882,9118
"26630","CB1TF","CB1TF_MD",39.55447,-76.0437,0.03226,0.00268833333333333,12,NA,688.639265477745,10201
"3101","POTTF","POTTF_MD",38.5736,-77.2505,4.6251,0.660728571428571,7,NA,18182.4298130912,6892
"3102","POTMH","POTMH_MD",38.2521,-76.8303,0,0,1,NA,495.238893467222,5979
"3103","POTOH","POTOH_VA2",38.3351,-77.2394,0.02485,0.00497,5,NA,2055.94758734259,6640
"3104","POTMH","POTMH_MD",38.1348,-76.47,0.12915,0.00538125,24,NA,707.72114118545,5243
"3105","POTOH","POTOH_VA2",38.3624,-77.1797,0.0015,0.00075,2,NA,1584.72525817217,6642
"3106","POTOH","POTOH_VA2",38.3722,-77.2524,3.5739,0.3971,9,NA,2823.1888921459,6724
"3107","POTMH","POTMH_MD",38.133,-76.5116,0.0132,0.00165,8,NA,1205.86225849672,5240
"3108","POTMH","POTMH_MD",38.1883,-76.8762,0,0,1,NA,1244.19742949428,5891
"3109","POTMH","POTMH_MD",38.2278,-76.835,0,0,1,NA,974.500576391673,5894
"3110","POTOH","POTOH_VA2",38.3558,-77.168,8.49645,0.849645,10,NA,1179.19847549057,6642
"3111","POTOH","POTOH_VA2",38.4099,-77.0765,2.0042,0.167016666666667,12,NA,1839.8778512101,6646
"3112","POTMH","POTMH_MD",38.2458,-76.7205,0,0,1,NA,1223.18839349633,5816
"3113","POTMH","POTMH_MD",37.9968,-76.3154,0,0,1,NA,1124.65184477734,4581
"3114","POTTF","POTTF_MD",38.6799,-77.1121,0.35687,0.0324427272727273,11,NA,30769.9907872176,6647
"3115","POTMH","POTMH_MD",38.1704,-76.6281,0,0,1,NA,824.106384629612,5484
"3116","POTOH","POTOH_VA2",38.4276,-77.0342,1.48865,0.18608125,8,NA,1966.88156106608,6647
"3117","POTOH","POTOH_VA2",38.4449,-77.2753,0.93115,0.18623,5,NA,4273.52967908176,6892
"3118","POTMH","POTMH_MD",38.2516,-76.6603,0,0,1,NA,2970.26643159358,5735
"3120","POTTF","POTTF_MD",38.6661,-77.1283,0.23432,0.0334742857142857,7,NA,29650.0852192894,6647
"3122","POTOH","POTOH_VA2",38.3647,-77.1653,0.1704,0.0154909090909091,11,NA,1538.59154491842,6643
"3123","POTMH","POTMH_MD",38.0195,-76.4242,0,0,1,NA,972.894646142397,4824
"3124","POTMH","POTMH_MD",38.1451,-76.549,0.04035,0.004035,10,NA,1056.33859545824,5321
"3125","POTMH","POTMH_MD",38.0099,-76.4422,0.05315,0.00590555555555556,9,NA,724.226606573861,4738
"3126","POTMH","POTMH_MD",38.0863,-76.3924,0.599,0.0544545454545454,11,NA,724.296524940765,4997
"3127","POTMH","POTMH_MD",38.1043,-76.4072,5e-05,5e-05,1,NA,484.304036096297,5080
"3201","PAXMH","PAXMH_MD",38.3422,-76.4982,0.0617,0.00685555555555556,9,NA,1258.4556458527,6006
"3202","PAXMH","PAXMH_MD",38.4346,-76.6325,0.30035,0.018771875,16,NA,925.044819961035,6417
"3204","PAXMH","PAXMH_MD",38.3171,-76.4443,0.10745,0.00826538461538462,13,NA,420.308705148526,5841
"3205","PAXMH","PAXMH_MD",38.3653,-76.4898,0.069,0.00405882352941176,17,NA,1116.19941553867,6090
"3206","PAXMH","PAXMH_MD",38.3429,-76.48,0.1072,0.0119111111111111,9,NA,1164.53857843113,6007
"3207","PAXMH","PAXMH_MD",38.4275,-76.6218,0.0046,0.00092,5,NA,1514.14927063067,6334
"3208","PAXTF","PAXTF_MD",38.7346,-76.6922,0.00075,0.00075,1,NA,12728.971571656,7519
