"STATION","Stratum","SAMPLE_DATE","Year","LATITUDE","LONGITUDE","Depth","Depth_cell","Distance_km","CellID"
"20213","PXR","2013-09-11",2013,38.4187,-76.6264,0.4,5.33338928222656,1.74541737490556,6334
"20214","PXR","2013-09-11",2013,38.4203,-76.5835,5.5,3.24390625953674,0.632421746036975,6336
"20215","PXR","2013-09-11",2013,38.4208,-76.5627,0.9,4,1.54942035483003,6254
"20216","PXR","2013-09-11",2013,38.4219,-76.5672,1.9,3.24390625953674,1.51166064463182,6336
"20217","PXR","2013-09-11",2013,38.4301,-76.6281,1.5,4,1.22000552214169,6417
"20218","PXR","2013-09-11",2013,38.4591,-76.6408,8.5,4,0.881416378269313,6501
"20219","PXR","2013-09-11",2013,38.4605,-76.6192,2.1,4,1.19035249226149,6501
"2022","UPB","1995-09-07",1995,39.0997,-76.3703,6.5,6.47105550765991,0.326869038149394,8700
"20220","PXR","2013-09-03",2013,38.4993,-76.6815,2,4,5.85468143407176,6501
"20221","PXR","2013-09-03",2013,38.5023,-76.6642,2.1,4,5.13471303180119,6501
"20222","PXR","2013-09-03",2013,38.5083,-76.6681,2.8,4,5.87930829007513,6501
"20223","PXR","2013-09-03",2013,38.53,-76.673,2.5,4,8.1987591657251,6501
"2023","UPB","1995-09-07",1995,39.0978,-76.2998,10,8.88984870910645,1.6635349787867,8791
"2024","UPB","1995-09-07",1995,39.083,-76.2442,5.5,4,1.04346346902042,8798
"2025","UPB","1995-09-05",1995,39.0582,-76.4107,5.3,4,1.16400698215654,8614
"2026","UPB","1995-09-05",1995,39.051,-76.3843,11.6,8,1.06868714895872,8618
"2027","UPB","1995-09-05",1995,39.0497,-76.3302,9.9,12.6257963180542,0.650580162254595,8623
"2029","UPB","1995-09-05",1995,39.0352,-76.402,3.5,4,1.22990342914546,8534
"2030","UPB","1995-09-05",1995,39.0273,-76.3505,14,15.9703140258789,1.35660332622855,8539
"20301","MWT","2013-08-27",2013,38.8435,-76.5343,3.8,2.5,3.98223193394467,7943
"20302","MWT","2013-08-22",2013,38.9068,-76.4782,5.3,4.80448007583618,1.27456354999473,8111
"20303","MWT","2013-08-27",2013,38.9415,-76.5781,2.3,4.09354972839355,9.43083250869685,8110
"20304","MWT","2013-08-27",2013,39.0811,-76.5099,4.8,3,7.89081062339663,8613
"20305","MWT","2013-08-27",2013,39.0817,-76.5206,1.8,3,8.81735512831336,8613
"20306","MWT","2013-08-26",2013,39.1449,-76.4418,3.9,5.04446411132812,2.27479874623038,8775
"20307","MWT","2013-08-26",2013,39.1637,-76.4674,4.2,4.375,1.39833361274885,8772
"20308","MWT","2013-08-26",2013,39.1647,-76.5003,1.9,4.71288347244263,2.53508756118795,8770
"20309","MWT","2013-08-26",2013,39.1659,-76.5335,1.6,4.22010087966919,3.72339578268152,8767
"20311","MWT","2013-08-26",2013,39.1837,-76.513,4.8,4.76596689224243,1.13163451547773,8768
"20312","MWT","2013-08-26",2013,39.2015,-76.4712,4.4,4.71288347244263,2.26314836128552,8770
"20313","MWT","2013-08-26",2013,39.206,-76.452,3.2,3.66428971290588,3.34943846676589,8858
"20314","MWT","2013-08-26",2013,39.2117,-76.5286,5.5,3,1.07507017805533,8766
"20315","MWT","2013-08-26",2013,39.2235,-76.56,3.9,3,3.39502652975252,8766
"20316","MWT","2013-08-26",2013,39.2263,-76.5686,3.5,3,4.15610050872883,8766
"20317","MWT","2013-08-26",2013,39.2332,-76.5455,15.7,3,3.63161273012567,8766
"20318","MWT","2013-08-29",2013,39.3099,-76.3902,1.8,2.94476985931396,2.63914829317555,9024
"20319","MWT","2013-09-20",2013,39.3285,-76.3432,1.8,2.5,1.90756782768916,9109
"20320","MWT","2013-09-20",2013,39.337,-76.3233,2.5,2.5,1.09951338686982,9109
"20321","MWT","2013-09-20",2013,39.3448,-76.25,3.3,4.31030750274658,1.10842046022198,9198
"20322","MWT","2013-09-20",2013,39.3511,-76.3088,1.9,2.5,2.85451344808227,9109
"20323","MWT","2013-09-20",2013,39.3807,-76.3231,2.4,2.5,5.93766274210517,9109
"20324","MWT","2013-09-20",2013,39.4192,-76.2292,1.5,2.5,6.14402800095331,9367
"20325","MWT","2013-09-20",2013,39.4376,-76.2373,1.3,2.5,7.89003812828381,9367
"20326","MWT","2013-08-29",2013,39.3018,-76.4062,2.7,2.94476985931396,3.48364575304241,9024
"2036","MMS","1995-09-05",1995,38.7177,-76.4853,10,10.4276943206787,0.30765931280481,7441
"2038","MMS","1995-09-05",1995,38.7015,-76.474,10,11,0.761978272473933,7359
"2039","MMS","1995-09-08",1995,38.6935,-76.3695,4.5,5.38385534286499,0.486548171355817,7370
"20401","MET","2013-09-19",2013,38.0578,-75.8305,4.4,2.5,0.427043816362447,4444
"20402","MET","2013-09-19",2013,38.0618,-75.8378,2.5,2.5,1.10669895291259,4444
"20403","MET","2013-09-19",2013,38.1291,-75.9047,2.7,2.5,0.883649487437461,4779
"20404","MET","2013-09-18",2013,38.2029,-75.8674,1.9,2.5,2.52430978489031,5033
"20405","MET","2013-09-18",2013,38.209,-75.8512,1.7,2.5,3.85524322530266,5033
"20406","MET","2013-09-18",2013,38.2532,-75.8099,3.4,2.5,8.94654135007245,5033
"20407","MET","2013-09-18",2013,38.2709,-75.9174,2.6,2.5,1.45686194885734,5286
"20408","MET","2013-09-18",2013,38.3302,-75.8916,4.1,2.5,5.56855836509922,5286
"20409","MET","2013-09-18",2013,38.342,-75.905,2.4,2.5,6.41089561477843,5537
"2041","MMS","1995-09-08",1995,38.6373,-76.3408,8,4.60129690170288,0.536466373815686,7121
"20411","MET","2013-09-10",2013,38.5908,-76.12,4.7,4,0.434969608745728,6796
"20415","MET","2013-09-09",2013,38.9961,-76.2211,6.8,3.5,1.60840710346699,8636
"20416","MET","2013-09-09",2013,39.0032,-76.1704,3.2,2.5,0.909801803648208,8638
"20417","MET","2013-09-09",2013,39.0123,-76.2516,14.6,2.89905381202698,0.820465983664306,8633
"20418","MET","2013-09-09",2013,39.0337,-76.1842,3.8,4,0.715641393787962,8720
"20419","MET","2013-09-09",2013,39.0634,-76.171,1.7,3.1455557346344,0.348735260542885,8804
"20420","MET","2013-09-09",2013,39.0761,-76.1588,2.8,3.1455557346344,1.57606035289357,8804
"20421","MET","2013-09-04",2013,39.1163,-76.1067,9.6,3.1455557346344,7.91831495978727,8804
"20422","MET","2013-09-09",2013,39.1446,-76.136,2.1,3,9.180629330176,8803
"20424","MET","2013-08-21",2013,39.5108,-75.9096,3.1,4.09999990463257,6.03216691860587,10214
"20425","MET","2013-09-06",2013,39.526,-75.8861,2.5,4.09999990463257,8.66477924788193,10214
"20427","MET","2013-09-10",2013,38.6316,-76.1353,12.5,3.33240795135498,1.14373169250575,6964
"20428","MET","2013-08-21",2013,39.4958,-75.9285,6,4.09999990463257,3.71961385242522,10214
"2044","MMS","1995-09-08",1995,38.6288,-76.3135,8.5,7.43540620803833,0.438383935626294,7039
"2045","MMS","1995-09-08",1995,38.6247,-76.332,10,8,0.439977790758256,7037
"2046","MMS","1995-09-08",1995,38.5785,-76.3403,8,6.87651634216309,0.916232674774796,6784
"2050","MMS","1995-08-30",1995,38.3582,-76.3075,5.5,14,1.20209239941897,5942
"20501","MMS","2013-09-19",2013,37.9331,-75.8938,1.9,3.57383108139038,1.81020887047978,4104
"20502","MMS","2013-09-19",2013,38.0175,-75.9476,4.7,3.70596933364868,0.517846668582898,4440
"20504","MMS","2013-09-19",2013,38.0789,-75.9346,3.3,2.66308379173279,1.4358602923411,4610
"20505","MMS","2013-08-20",2013,38.0821,-76.13,6,4.59999990463257,1.33608487268636,4769
"20506","MMS","2013-09-19",2013,38.1114,-75.9579,2.5,7,1.17868683798552,4777
"20507","MMS","2013-08-20",2013,38.1912,-76.3366,11.3,10.8710603713989,0.185539346924711,5343
"20508","MMS","2013-08-20",2013,38.2185,-76.3315,11,11.2359247207642,0.325484270906594,5429
"20509","MMS","2013-08-20",2013,38.2349,-76.366,11.4,9.62062549591064,0.29659203497166,5510
"20510","MMS","2013-09-18",2013,38.2489,-76.0216,3.5,2.5,0.187019513598203,5282
"20511","MMS","2013-09-18",2013,38.266,-76.1475,1.8,4.32137870788574,0.932830210065193,5446
"20512","MMS","2013-09-18",2013,38.31,-76.2171,1.5,2.5,1.56860244176164,5694
"20513","MMS","2013-08-21",2013,38.3103,-76.3811,7.3,5,0.751006848158714,5763
"20514","MMS","2013-09-18",2013,38.3568,-75.9812,2.5,2.5,0.797466706084937,5621
"20515","MMS","2013-09-18",2013,38.3594,-76.1934,1.3,2.5,5.01115550391612,5778
"20516","MMS","2013-08-22",2013,38.5634,-76.5005,8.8,8.45834350585938,0.942710626850775,6851
"20517","MMS","2013-08-22",2013,38.5824,-76.3851,14.4,8.56525707244873,0.193459627383135,6864
"20518","MMS","2013-08-22",2013,38.5918,-76.3172,8,6,0.275143030705221,6870
"20519","MMS","2013-08-22",2013,38.6608,-76.3685,6,5.11610078811646,0.48226402911301,7202
"2052","MMS","1995-08-30",1995,38.2713,-76.2373,4.9,4.96863698959351,0.712768710925049,5524
"20520","MMS","2013-08-22",2013,38.7388,-76.5342,5.2,4.16799974441528,0.127676772636197,7520
"20521","MMS","2013-09-12",2013,38.7721,-76.5366,1.2,3.29999995231628,1.31594702250025,7604
"20522","MMS","2013-08-22",2013,38.7818,-76.5129,6.2,5.56093597412109,0.18369159646838,7690
"20523","MMS","2013-08-22",2013,38.8598,-76.2709,6.1,8,0.527642046786075,8132
"20524","MMS","2013-08-22",2013,38.896,-76.2558,3.2,2.97592782974243,1.2227925802736,8300
"20526","MMS","2013-09-18",2013,38.2313,-75.9461,3,3.82331204414368,1.32737151971483,5116
"20528","MMS","2013-09-26",2013,38.8681,-76.1914,11.4,2.92479920387268,2.09229789316236,8219
"2054","MMS","1995-08-30",1995,38.1933,-76.1933,8.8,7.09903335571289,0.834325264950537,5273
"2056","MMS","1995-08-28",1995,38.0975,-76.2793,11,11.3723468780518,0.975894390462653,5009
"2057","MMS","1995-08-28",1995,38.0622,-76.288,8.3,8.94234943389893,0.493830567843843,4838
"2058","MMS","1995-08-30",1995,38.0617,-75.9752,4.2,6.2810230255127,0.10165759064401,4608
"2059","MMS","1995-08-30",1995,37.9802,-76.105,7,7.28084421157837,0.625071373033456,4432
"2060","MMS","1995-08-30",1995,37.9677,-75.8788,1.5,4,1.09349467774876,4189
"20601","UPB","2013-09-09",2013,39.0264,-76.2961,3.5,4.68791341781616,0.830760140512112,8628
"20602","UPB","2013-08-27",2013,39.0369,-76.4091,1.2,4,1.79021288091217,8534
"20603","UPB","2013-09-09",2013,39.0583,-76.2724,9.5,8,0.531892690695796,8713
"20604","UPB","2013-08-22",2013,39.0742,-76.3698,7.3,8,1.85813698948514,8618
"20605","UPB","2013-08-22",2013,39.1002,-76.2696,3.8,3.37455344200134,0.443740984961156,8794
"20606","UPB","2013-08-22",2013,39.1283,-76.2932,3.6,10,1.66004996544175,8790
"20607","UPB","2013-08-26",2013,39.1529,-76.4,6,5.57992267608643,0.17919174429152,8778
"20608","UPB","2013-08-26",2013,39.1659,-76.4099,5.7,6,1.08509310553712,8777
"20609","UPB","2013-08-26",2013,39.2109,-76.416,3,3.66428971290588,0.528632597927984,8858
"20610","UPB","2013-08-21",2013,39.2151,-76.3019,3.8,7.02380657196045,0.650156121531381,8951
"20611","UPB","2013-08-26",2013,39.2322,-76.3817,3.4,3,1.3281314166397,8943
"20612","UPB","2013-08-29",2013,39.2517,-76.1974,1.5,4.18576574325562,2.50461862441997,9122
"20613","UPB","2013-08-21",2013,39.2549,-76.3013,4,5.06478881835938,0.708516736750953,9032
"20614","UPB","2013-09-20",2013,39.3114,-76.2401,3.4,4.34060478210449,2.23666283992415,9200
"20616","UPB","2013-09-20",2013,39.3243,-76.2358,4,3.78798270225525,0.95051662044525,9199
"20617","UPB","2013-08-21",2013,39.3601,-76.1409,7.3,8,1.20425601924731,9372
"20618","UPB","2013-08-21",2013,39.3673,-76.1371,9.1,8,0.464092998049412,9372
"20619","UPB","2013-08-21",2013,39.4133,-76.0185,4.2,2.64721536636353,0.446771989119406,9713
"20620","UPB","2013-08-21",2013,39.4312,-76.0498,3.3,3.26762175559998,0.92995042964346,9708
"20622","UPB","2013-09-06",2013,39.5248,-76.0018,1.1,2.5,1.10925734676544,10206
"20623","UPB","2013-09-06",2013,39.5382,-76.0856,0.6,2.5,0.654342726740651,9948
"20624","UPB","2013-09-06",2013,39.5513,-75.9685,1.1,2.5,5.21419175057578,10206
"20625","UPB","2013-09-06",2013,39.601,-76.1161,5.4,4.1637864112854,0.737854588812686,10109
"20626","UPB","2013-08-26",2013,39.189,-76.4015,4.5,4.74631500244141,1.25077457532627,8860
"20627","UPB","2013-08-22",2013,39.1038,-76.2963,9.3,8.88984870910645,0.945627490200981,8791
"2063","MWT","1995-09-06",1995,39.3855,-76.2578,3,4.31030750274658,5.5268786033619,9198
"2065","MWT","1995-09-06",1995,39.3628,-76.3352,1.8,2.5,4.12989479991765,9109
"2067","MWT","1995-09-06",1995,39.353,-76.2433,2,4.31030750274658,1.74271059752131,9198
"2068","MWT","1995-09-06",1995,39.3345,-76.3235,2,2.5,0.831382134066118,9109
"2070","MWT","1995-09-06",1995,39.32,-76.368,1.8,2.94476985931396,2.83693781819549,9024
"2071","MWT","1995-09-06",1995,39.29,-76.4635,1.8,2.5,7.60598208745668,8941
"2072","MWT","1995-09-06",1995,39.259,-76.4433,1.8,2.5,4.56891981730247,8941
"2077","MWT","1995-09-07",1995,39.2132,-76.46,2,4.80000019073486,3.87694996029031,8771
"2078","MWT","1995-09-07",1995,39.2125,-76.5147,5.5,4.22010087966919,1.70093245953314,8767
"2079","MWT","1995-09-07",1995,39.2002,-76.5272,3,3,0.450610157818851,8766
"2080","MWT","1995-09-06",1995,39.1975,-76.5058,5.5,4.76596689224243,0.522169124126125,8768
"2081","MWT","1995-09-06",1995,39.1968,-76.4732,5.3,4.71288347244263,1.73665832056322,8770
"2082","MWT","1995-09-07",1995,39.1697,-76.4923,4.5,4.71288347244263,1.73475170405861,8770
"2084","MWT","1995-09-05",1995,39.0783,-76.4948,2,3,6.5554885198505,8613
"2085","MWT","1995-09-05",1995,39.0627,-76.4578,4,3,3.44953807206104,8613
"2086","MWT","1995-09-05",1995,38.9858,-76.4802,6.1,2.5,2.30604956649404,8362
"2088","MWT","1995-09-05",1995,38.9115,-76.5022,3,4.09354972839355,2.1740543582689,8110
"2096","PXR","1995-08-31",1995,38.5405,-76.6698,1.9,4,9.1598649456388,6501
"2098","PXR","1995-08-31",1995,38.5062,-76.6758,1.7,4,6.0781258950516,6501
"2099","PXR","1995-08-31",1995,38.4808,-76.6575,5.2,4,2.92406723966568,6501
"20J02","JAM","2013-08-13",2013,36.9587,-76.2875,3.5,4,1.19665918676218,730
"20J04","JAM","2013-08-08",2013,36.8885,-76.4549,1.2,3,0.925532559926473,389
"20J07","JAM","2013-08-08",2013,36.9235,-76.4844,2.2,2.79999995231628,2.26612253083229,469
"20J08","JAM","2013-08-06",2013,36.9553,-76.4373,7,7,0.626541426388981,554
"20J09","JAM","2013-09-24",2013,37.0331,-76.573,4.9,3.60987687110901,0.554474791240841,541
"20J10","JAM","2013-09-24",2013,37.0548,-76.567,7,2.5,0.833104851945367,624
"20J11","JAM","2013-09-24",2013,37.0863,-76.541,1.3,2.5,0.873261602691412,708
"20J12","JAM","2013-09-24",2013,37.0981,-76.6375,4.5,4,0.311426570840834,618
"20J13","JAM","2013-09-24",2013,37.1311,-76.6628,1.2,3,0.282486571524361,699
"20J14","JAM","2013-08-05",2013,37.1911,-76.7287,7,2.87478137016296,1.03988821437447,860
"20J15","JAM","2013-07-16",2013,37.2276,-76.8057,6.1,3.24083733558655,0.772798231781655,855
"20J16","JAM","2013-07-16",2013,37.2079,-76.8499,0.7,2.5,0.463447477960023,686
"20J17","JAM","2013-07-16",2013,37.2436,-76.8831,2,3,0.451916026511735,768
"20J18","JAM","2013-07-16",2013,37.2423,-76.8885,1.2,3,0.759816761197458,768
"20J27","JAM","2013-09-24",2013,37.0939,-76.5969,2.8,2.5,1.13655447209768,704
"20J29","JAM","2013-07-16",2013,37.3147,-76.8707,0.7,3,8.31630550851279,768
"20M01","VBY","2013-07-22",2013,36.9975,-76.0185,14,14.292332649231,0.388357858905278,1245
"20M02","VBY","2013-07-22",2013,37.0698,-76.0145,4,5.74310159683228,0.667931865784488,1664
"20M03","VBY","2013-08-26",2013,37.1583,-75.9788,1.1,7.53440952301025,1.50191743523903,1999
"20M04","VBY","2013-07-22",2013,37.1134,-76.0424,6,6.4430685043335,0.234997023414717,1830
"20M05","VBY","2013-07-22",2013,37.0902,-76.0556,6.8,6.59333610534668,0.804518274967815,1746
"20M06","VBY","2013-07-22",2013,36.9999,-76.2395,8,8,0.332996961421331,900
"20M07","VBY","2013-07-22",2013,36.9997,-76.2765,10,7,1.347273898662,814
"20M08","VBY","2013-07-24",2013,37.0956,-76.2263,7,6.20291662216187,0.270286252745573,1400
"20M10","VBY","2013-08-13",2013,37.1703,-76.3681,2.5,2.5,0.244611195434901,1555
"20M11","VBY","2013-09-16",2013,37.3655,-76.3802,7.2,6.4362211227417,1.40119298283011,2220
"20M12","VBY","2013-07-22",2013,37.2717,-76.1928,11,11.7111701965332,0.901914573178001,2152
"20M13","VBY","2013-07-23",2013,37.3558,-76.2437,6.5,3,1.00163980442513,2314
"20M14","VBY","2013-07-22",2013,37.3578,-76.0821,17,18.1549396514893,2.2607895337139,2327
"20M15","VBY","2013-07-22",2013,37.4513,-76.1285,11,11.4344339370728,2.01690417300703,2574
"20M16","VBY","2013-07-22",2013,37.4603,-76.0926,16,12.3957042694092,0.706385059814126,2577
"20M18","VBY","2013-07-22",2013,37.5948,-75.9647,6.5,5.51817941665649,1.34347016355094,2838
"20M19","VBY","2013-07-22",2013,37.615,-76.2243,7,9.03144645690918,0.478326918262514,2902
"20M20","VBY","2013-07-22",2013,37.6593,-76.2905,8.5,5.34660148620605,1.23159586304957,3064
"20M21","VBY","2013-07-22",2013,37.7718,-76.0249,5.3,5.85035085678101,0.522819047868995,3424
"20M22","VBY","2013-08-26",2013,37.7746,-75.8436,6.7,6,0.480882879885192,3348
"20M23","VBY","2013-08-26",2013,37.7728,-75.8212,1.2,6,1.50911254922744,3348
"20M24","VBY","2013-08-26",2013,37.8448,-75.8548,2.2,5,1.40956811897791,3600
"20M25","VBY","2013-08-26",2013,37.8502,-75.8159,8.1,5.00985097885132,1.65197948518008,3601
"20M26","VBY","2013-07-22",2013,37.7768,-76.0253,5,5.85035085678101,0.850331242282681,3424
"20M27","VBY","2013-07-22",2013,37.8266,-76.0327,2.5,3.61241483688354,0.274279131852456,3677
"20R01","RAP","2013-07-23",2013,37.5945,-76.3648,16.5,11,0.633316811616847,2807
"20R02","RAP","2013-07-23",2013,37.593,-76.3798,8,6.67127799987793,0.613621191540623,2805
"20R04","RAP","2013-09-16",2013,37.6402,-76.4319,2.3,5,0.887880365006436,2969
"20R05","RAP","2013-09-16",2013,37.6205,-76.4417,8.8,8.06752109527588,0.239854012590992,2885
"20R06","RAP","2013-09-11",2013,37.6876,-76.4751,6.5,6.17421340942383,4.53486316810983,2966
"20R08","RAP","2013-09-11",2013,37.6395,-76.5024,1,4.30000019073486,1.20958655297417,2965
"20R09","RAP","2013-09-11",2013,37.6177,-76.5278,4.4,5.8697657585144,0.852925594109755,2879
"20R10","RAP","2013-09-11",2013,37.6594,-76.5584,8.3,9,1.27448903031396,3045
"20R12","RAP","2013-09-11",2013,37.7166,-76.6049,0.5,3,0.638653973988943,3294
"20R13","RAP","2013-07-23",2013,37.7233,-76.5827,8,4.62715005874634,0.371748961722466,3295
"20R14","RAP","2013-07-23",2013,37.7304,-76.5854,8.5,8,0.540698781325003,3379
"20R15","RAP","2013-09-11",2013,37.729,-76.6157,0.5,3,0.475709178996044,3377
"20R16","RAP","2013-09-11",2013,37.7666,-76.6676,2.8,3,0.559082242640659,3626
"20R17","RAP","2013-07-23",2013,37.7805,-76.6725,5,3.09537744522095,0.136792183568809,3710
"20R18","RAP","2013-08-20",2013,37.8494,-76.7577,3.5,3.40000009536743,0.18919204341774,4210
"20R19","RAP","2013-08-20",2013,37.9068,-76.7889,2.1,6,0.825497644437697,4545
"20R20","RAP","2013-08-20",2013,37.9468,-76.848,1.2,3.18826293945312,0.374647297723783,4878
"20R21","RAP","2013-08-20",2013,37.9433,-76.8698,1.1,3.18826293945312,1.58099041773285,4878
"20R22","RAP","2013-08-20",2013,37.9878,-76.8815,0.8,2.5,3.6938671392103,4962
"20R26","RAP","2013-08-20",2013,37.8532,-76.7589,3.5,3.40000009536743,0.608626673735998,4210
"20R27","RAP","2013-09-11",2013,37.8008,-76.7303,1.2,2.5,1.27405857940823,3959
"20R28","RAP","2013-08-20",2013,37.9841,-76.8899,3,2.5,3.88325547001547,4962
"20Y01","YRK","2013-07-23",2013,37.2378,-76.4429,11,9,0.481336133244172,1800
"20Y02","YRK","2013-07-23",2013,37.237,-76.4918,14.5,9,0.612894730739102,1713
"20Y03","YRK","2013-07-31",2013,37.2536,-76.5137,8.7,4.5,0.532027994312426,1795
"20Y04","YRK","2013-07-31",2013,37.2637,-76.5414,3,5,0.618109994747483,1793
"20Y05","YRK","2013-07-31",2013,37.2984,-76.5453,0.5,5,1.64776621797775,1875
"20Y07","YRK","2013-07-31",2013,37.307,-76.6,7,3.5,1.17803746752844,1871
"20Y08","YRK","2013-07-31",2013,37.3221,-76.6081,6.3,4.59999990463257,0.675926854661875,1955
"20Y09","YRK","2013-07-31",2013,37.3436,-76.6029,0.8,5,0.406942014816777,2038
"20Y10","YRK","2013-07-31",2013,37.3654,-76.6371,5.5,4,1.20651530808138,2120
"20Y11","YRK","2013-07-31",2013,37.3766,-76.6337,0.5,4,0.371663429468823,2120
"20Y12","YRK","2013-07-31",2013,37.3681,-76.6561,3.6,5,1.38059364562379,2119
"20Y13","YRK","2013-08-15",2013,37.3992,-76.6795,3.2,3.5,1.38496489359762,2201
"20Y14","YRK","2013-08-15",2013,37.3972,-76.6886,0.9,3.5,1.25136872619816,2117
"20Y15","YRK","2013-08-15",2013,37.4519,-76.7015,1.5,3.5,0.908881423795435,2283
"20Y16","YRK","2013-08-15",2013,37.4404,-76.7217,7,3,1.07473328528716,2282
"20Y17","YRK","2013-08-15",2013,37.4512,-76.7402,1.7,3,1.09589291718094,2282
"20Y18","YRK","2013-08-15",2013,37.4661,-76.7328,1.4,3,1.98929104180557,2282
"20Y19","YRK","2013-07-24",2013,37.4794,-76.7483,7.5,3,3.85587298275642,2282
"20Y20","YRK","2013-08-15",2013,37.4847,-76.7529,7.5,3,4.56619561199269,2282
"20Y27","YRK","2013-07-31",2013,37.3122,-76.6041,6,4.59999990463257,0.748701729108033,1955
"20Y28","YRK","2013-07-23",2013,37.2272,-76.4733,11.5,8,0.161475183034402,1714
"2102","PXR","1995-08-31",1995,38.451,-76.615,2.4,4.87804937362671,0.844840812478909,6418
"2103","PXR","1995-08-31",1995,38.443,-76.6053,2.9,4.87804937362671,0.741092575086977,6418
"2105","PXR","1995-08-31",1995,38.4203,-76.5535,1.4,4,1.30983510548696,6254
"2106","PXR","1995-08-31",1995,38.4195,-76.4858,3,4.67239046096802,3.8834460999732,6173
"2107","PXR","1995-08-31",1995,38.4183,-76.5538,1.5,4,1.08686768989905,6254
"2109","PXR","1995-08-31",1995,38.4102,-76.5768,9.9,5.40000009536743,0.740434697924762,6252
"2110","PXR","1995-08-31",1995,38.409,-76.5228,1.5,4.67239046096802,1.86422686402288,6173
"21101","PMR","2014-08-21",2014,37.9742,-76.3573,7.6,6,0.512672873468447,4576
"21102","PMR","2014-08-21",2014,38.015,-76.4241,9.7,8.80244159698486,0.973005902608944,4740
"21103","PMR","2014-08-21",2014,38.0467,-76.4386,12.8,12.1999998092651,0.318040154409611,4907
"21104","PMR","2014-08-21",2014,38.0474,-76.4223,14,16.432689666748,0.403968072304084,4909
"21105","PMR","2014-08-21",2014,38.0534,-76.423,17.8,16.432689666748,0.352234982671554,4909
"21107","PMR","2014-08-21",2014,38.0926,-76.4614,7.4,9.30000019073486,0.618576691238439,5075
"21108","PMR","2014-08-21",2014,38.098,-76.4013,3.9,4,0.493757021394138,5080
"21109","PMR","2014-08-21",2014,38.0988,-76.4819,14.9,11,0.787999577889975,5157
"2111","PXR","1995-08-31",1995,38.393,-76.5358,9.1,8,0.489524080870688,6171
"21110","PMR","2014-08-21",2014,38.1243,-76.514,14.2,11,0.545146783347646,5240
"21111","PMR","2014-08-21",2014,38.1444,-76.5845,6.9,5.80881357192993,0.80978800725847,5402
"21112","PMR","2014-08-21",2014,38.1468,-76.5852,8.7,16.3550834655762,0.613922948920818,5403
"21113","PMR","2014-08-21",2014,38.1664,-76.5869,17.2,14.665843963623,0.866893462147447,5487
"21114","PMR","2014-08-21",2014,38.1941,-76.6689,8.1,8.09672832489014,0.629168054659483,5650
"21115","PMR","2014-08-21",2014,38.211,-76.8875,6.5,4.80097103118896,1.51376349939535,5975
"21116","PMR","2014-08-21",2014,38.2126,-76.8581,7.2,6.53759479522705,0.73859083559066,5893
"21117","PMR","2014-09-15",2014,38.2211,-76.7539,1.4,5,1.05497541236992,5813
"21118","PMR","2014-08-21",2014,38.2301,-76.9201,5.8,5.53759717941284,0.739229372436466,6059
"21120","PMR","2014-09-03",2014,38.3423,-77.2691,3.4,3.07549643516541,0.905060492131486,6724
"21121","PMR","2014-09-15",2014,38.3472,-76.8355,2.3,2.5,2.12217047769335,6316
"21122","PMR","2014-09-03",2014,38.3666,-77.261,5.5,3.07549643516541,2.08919243702511,6724
"21123","PMR","2014-09-03",2014,38.3938,-77.2733,5,3.4709050655365,1.79953742296331,6808
"21124","PMR","2014-09-03",2014,38.4199,-77.3094,3.6,3.2177038192749,0.442789873241795,6892
"21126","PMR","2014-08-21",2014,38.0335,-76.4826,7.9,6.90954160690308,0.417781766689444,4903
"21127","PMR","2014-09-03",2014,38.3202,-77.0162,3.1,5,0.499971044580138,6394
"2113","PXR","1995-08-31",1995,38.3803,-76.516,13.9,8.32776165008545,1.27251072707904,6089
"2114","PXR","1995-09-01",1995,38.3385,-76.4467,2.2,7,2.28552249150872,5923
"2116","PXR","1995-09-01",1995,38.332,-76.485,0.9,7,1.21935833345252,5923
"2118","PXR","1995-09-01",1995,38.326,-76.4793,28.1,7,0.914380653038873,5923
"2120","PXR","1995-09-01",1995,38.3127,-76.4618,18.2,9,0.437920956071607,5839
"21202","PXR","2014-08-20",2014,38.3048,-76.44,15.1,9,1.00275418726252,5841
"21203","PXR","2014-08-20",2014,38.3079,-76.4642,15.8,9,0.193865535559268,5839
"21204","PXR","2014-08-20",2014,38.3092,-76.4464,13.9,9,0.514972244611353,5841
"21205","PXR","2014-08-20",2014,38.3114,-76.459,17.5,9,0.409071773843695,5839
"21206","PXR","2014-08-27",2014,38.3672,-76.5013,12.9,8.32776165008545,0.683389009414869,6089
"21207","PXR","2014-08-27",2014,38.3688,-76.5053,10,8.32776165008545,0.309832166244666,6089
"21208","PXR","2014-08-27",2014,38.3754,-76.5116,13.6,8.32776165008545,0.60660261966446,6089
"21209","PXR","2014-08-27",2014,38.3779,-76.5151,13.6,8.32776165008545,1.015349505955,6089
"21210","PXR","2014-08-27",2014,38.3945,-76.4904,4.4,4.67239046096802,2.17515263790717,6173
"21211","PXR","2014-08-27",2014,38.3953,-76.4851,3.5,4.67239046096802,2.64342752725648,6173
"21212","PXR","2014-08-27",2014,38.4039,-76.484,4.2,4.67239046096802,2.97309675126765,6173
"21213","PXR","2014-08-27",2014,38.4051,-76.5284,3.2,7.73927545547485,1.58809050010856,6172
"21214","PXR","2014-08-27",2014,38.4064,-76.5964,1.4,3,0.982496722680796,6251
